Accident Index,Timestamp,severity,Casualties,Number of Casualties,Number of Vehicles,url,apiUrl,Latitude,Longitude
200043P019080,"8:02am, 5th August 2000",fatal,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200043P019080/,https://api.cyclestreets.net/v2/collisions.location?id=200043P019080,51.752352,-1.254627
200043P111050,"9:00am, 11th May 2000",fatal,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200043P111050/,https://api.cyclestreets.net/v2/collisions.location?id=200043P111050,51.752545,-1.270994
200043P003080,"4:20pm, 1st August 2000",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200043P003080/,https://api.cyclestreets.net/v2/collisions.location?id=200043P003080,51.78084,-1.26648
200043P020110,"12:34am, 1st November 2000",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200043P020110/,https://api.cyclestreets.net/v2/collisions.location?id=200043P020110,51.753822,-1.259529
200043P032100,"5:40pm, 2nd October 2000",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200043P032100/,https://api.cyclestreets.net/v2/collisions.location?id=200043P032100,51.776513,-1.26481
200043P036120,"6:12pm, 1st December 2000",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200043P036120/,https://api.cyclestreets.net/v2/collisions.location?id=200043P036120,51.7389,-1.205029
200043P037020,"8:25pm, 4th February 2000",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200043P037020/,https://api.cyclestreets.net/v2/collisions.location?id=200043P037020,51.753146,-1.266494
200043P052030,"9:52pm, 4th March 2000",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200043P052030/,https://api.cyclestreets.net/v2/collisions.location?id=200043P052030,51.751493,-1.260871
200043P078080,"9:00am, 8th August 2000",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200043P078080/,https://api.cyclestreets.net/v2/collisions.location?id=200043P078080,51.752633,-1.270703
200043P105100,"9:06am, 7th October 2000",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200043P105100/,https://api.cyclestreets.net/v2/collisions.location?id=200043P105100,51.76042,-1.209577
