Accident Index,Timestamp,severity,Casualties,Number of Casualties,Number of Vehicles,url,apiUrl,Latitude,Longitude
2018430383244,"2:20am, 16th December 2018",fatal,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/2018430383244/,https://api.cyclestreets.net/v2/collisions.location?id=2018430383244,51.766856,-1.300367
2018430038149,"6:15am, 7th December 2018",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430038149/,https://api.cyclestreets.net/v2/collisions.location?id=2018430038149,51.749117,-1.204426
2018430091305,"10:00am, 21st March 2018",serious,Pedestrian,1,2,https://www.cyclestreets.net/collisions/reports/2018430091305/,https://api.cyclestreets.net/v2/collisions.location?id=2018430091305,51.732471,-1.249086
2018430092489,"5:35am, 26th March 2018",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430092489/,https://api.cyclestreets.net/v2/collisions.location?id=2018430092489,51.749927,-1.243987
2018430147223,"6:21pm, 1st May 2018",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430147223/,https://api.cyclestreets.net/v2/collisions.location?id=2018430147223,51.758058,-1.260036
2018430171212,"2:27pm, 6th June 2018",serious,"Pedestrian,Bus/coach/minibus occupant",2,1,https://www.cyclestreets.net/collisions/reports/2018430171212/,https://api.cyclestreets.net/v2/collisions.location?id=2018430171212,51.751873,-1.247446
2018430171809,"5:30pm, 1st June 2018",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430171809/,https://api.cyclestreets.net/v2/collisions.location?id=2018430171809,51.729056,-1.210932
2018430173043,"3:45am, 22nd May 2018",serious,Cyclist,1,1,https://www.cyclestreets.net/collisions/reports/2018430173043/,https://api.cyclestreets.net/v2/collisions.location?id=2018430173043,51.739866,-1.235741
2018430175852,"8:40am, 30th May 2018",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430175852/,https://api.cyclestreets.net/v2/collisions.location?id=2018430175852,51.749891,-1.243988
2018430300287,"11:41am, 24th September 2018",serious,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/2018430300287/,https://api.cyclestreets.net/v2/collisions.location?id=2018430300287,51.744925,-1.229731
2018430311699,"3:30pm, 11th October 2018",serious,"Pedestrian,Cyclist",2,1,https://www.cyclestreets.net/collisions/reports/2018430311699/,https://api.cyclestreets.net/v2/collisions.location?id=2018430311699,51.752518,-1.2541
2018430335649,"12:38am, 3rd November 2018",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/2018430335649/,https://api.cyclestreets.net/v2/collisions.location?id=2018430335649,51.749943,-1.259313
2018430352491,"11:20am, 15th November 2018",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/2018430352491/,https://api.cyclestreets.net/v2/collisions.location?id=2018430352491,51.752585,-1.250578
2018430353496,"5:15pm, 23rd September 2018",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/2018430353496/,https://api.cyclestreets.net/v2/collisions.location?id=2018430353496,51.771187,-1.218545
2018430383779,"5:16pm, 17th December 2018",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/2018430383779/,https://api.cyclestreets.net/v2/collisions.location?id=2018430383779,51.759764,-1.235811
2018430385393,"6:49pm, 6th December 2018",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430385393/,https://api.cyclestreets.net/v2/collisions.location?id=2018430385393,51.731136,-1.226259
2018430386016,"1:36pm, 15th December 2018",serious,Pedestrian,2,1,https://www.cyclestreets.net/collisions/reports/2018430386016/,https://api.cyclestreets.net/v2/collisions.location?id=2018430386016,51.780425,-1.299084
2018430390470,"2:13am, 23rd November 2018",serious,Cyclist,2,3,https://www.cyclestreets.net/collisions/reports/2018430390470/,https://api.cyclestreets.net/v2/collisions.location?id=2018430390470,51.735314,-1.250748
2018430393904,"9:20am, 24th December 2018",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430393904/,https://api.cyclestreets.net/v2/collisions.location?id=2018430393904,51.776113,-1.26435
2018430003180,"6:00pm, 26th January 2018",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430003180/,https://api.cyclestreets.net/v2/collisions.location?id=2018430003180,51.737959,-1.234325
2018430009061,"10:00am, 3rd January 2018",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/2018430009061/,https://api.cyclestreets.net/v2/collisions.location?id=2018430009061,51.72979,-1.225341
2018430009307,"1:00pm, 5th January 2018",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430009307/,https://api.cyclestreets.net/v2/collisions.location?id=2018430009307,51.75055,-1.240225
2018430009808,"11:35am, 28th March 2018",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430009808/,https://api.cyclestreets.net/v2/collisions.location?id=2018430009808,51.752858,-1.268175
2018430019671,"4:30pm, 16th January 2018",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430019671/,https://api.cyclestreets.net/v2/collisions.location?id=2018430019671,51.75025,-1.235652
2018430021159,"11:50am, 20th January 2018",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/2018430021159/,https://api.cyclestreets.net/v2/collisions.location?id=2018430021159,51.752858,-1.263873
2018430023107,"5:32pm, 17th January 2018",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430023107/,https://api.cyclestreets.net/v2/collisions.location?id=2018430023107,51.748272,-1.242581
2018430024363,"4:11pm, 15th January 2018",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/2018430024363/,https://api.cyclestreets.net/v2/collisions.location?id=2018430024363,51.750652,-1.239398
2018430025429,"5:00pm, 15th January 2018",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/2018430025429/,https://api.cyclestreets.net/v2/collisions.location?id=2018430025429,51.745516,-1.230735
