Accident Index,Timestamp,severity,Casualties,Number of Casualties,Number of Vehicles,url,apiUrl,Latitude,Longitude
200543P005045,"8:09pm, 2nd April 2005",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200543P005045/,https://api.cyclestreets.net/v2/collisions.location?id=200543P005045,51.740919,-1.22469
200543P022075,"9:34pm, 1st July 2005",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200543P022075/,https://api.cyclestreets.net/v2/collisions.location?id=200543P022075,51.747158,-1.229943
200543P063105,"5:50pm, 7th October 2005",serious,"Pedestrian,Cyclist",3,3,https://www.cyclestreets.net/collisions/reports/200543P063105/,https://api.cyclestreets.net/v2/collisions.location?id=200543P063105,51.778623,-1.271444
200543P106055,"8:04am, 12th May 2005",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P106055/,https://api.cyclestreets.net/v2/collisions.location?id=200543P106055,51.787037,-1.265364
200543P136095,"1:38pm, 12th September 2005",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200543P136095/,https://api.cyclestreets.net/v2/collisions.location?id=200543P136095,51.74891,-1.264824
200543P141025,"8:51am, 8th February 2005",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200543P141025/,https://api.cyclestreets.net/v2/collisions.location?id=200543P141025,51.757872,-1.260187
200543P206025,"11:15pm, 18th February 2005",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200543P206025/,https://api.cyclestreets.net/v2/collisions.location?id=200543P206025,51.777265,-1.270016
200543P233025,"6:00pm, 21st February 2005",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P233025/,https://api.cyclestreets.net/v2/collisions.location?id=200543P233025,51.753153,-1.212022
200543P238055,"7:00am, 20th May 2005",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P238055/,https://api.cyclestreets.net/v2/collisions.location?id=200543P238055,51.747926,-1.237463
200543P242055,"8:45am, 19th May 2005",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200543P242055/,https://api.cyclestreets.net/v2/collisions.location?id=200543P242055,51.75072,-1.224667
200543P264075,"5:58pm, 20th July 2005",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P264075/,https://api.cyclestreets.net/v2/collisions.location?id=200543P264075,51.74272,-1.238854
200543P278045,"12:54pm, 18th April 2005",serious,"Pedestrian,Bus/coach/minibus occupant",2,1,https://www.cyclestreets.net/collisions/reports/200543P278045/,https://api.cyclestreets.net/v2/collisions.location?id=200543P278045,51.752415,-1.25028
200543P287105,"3:10pm, 20th October 2005",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P287105/,https://api.cyclestreets.net/v2/collisions.location?id=200543P287105,51.757624,-1.263668
200543P293045,"7:15am, 26th April 2005",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P293045/,https://api.cyclestreets.net/v2/collisions.location?id=200543P293045,51.750813,-1.267256
200543P294025,"1:30am, 18th February 2005",serious,Cyclist,1,1,https://www.cyclestreets.net/collisions/reports/200543P294025/,https://api.cyclestreets.net/v2/collisions.location?id=200543P294025,51.752298,-1.274765
200543P324025,"1:50am, 20th February 2005",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200543P324025/,https://api.cyclestreets.net/v2/collisions.location?id=200543P324025,51.752008,-1.257096
200543P327095,"3:40pm, 23rd September 2005",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P327095/,https://api.cyclestreets.net/v2/collisions.location?id=200543P327095,51.752178,-1.255499
200543P328035,"8:38pm, 24th March 2005",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200543P328035/,https://api.cyclestreets.net/v2/collisions.location?id=200543P328035,51.731861,-1.214564
200543P341065,"10:04pm, 22nd June 2005",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P341065/,https://api.cyclestreets.net/v2/collisions.location?id=200543P341065,51.752803,-1.269107
200543P349055,"8:25am, 27th May 2005",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P349055/,https://api.cyclestreets.net/v2/collisions.location?id=200543P349055,51.732582,-1.214841
200543P368065,"9:25am, 30th June 2005",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P368065/,https://api.cyclestreets.net/v2/collisions.location?id=200543P368065,51.74848,-1.239626
200543P376055,"2:50pm, 12th May 2005",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200543P376055/,https://api.cyclestreets.net/v2/collisions.location?id=200543P376055,51.747746,-1.237321
200543P003115,"10:45am, 1st November 2005",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/200543P003115/,https://api.cyclestreets.net/v2/collisions.location?id=200543P003115,51.75046,-1.239883
200543P005075,"11:59am, 1st July 2005",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P005075/,https://api.cyclestreets.net/v2/collisions.location?id=200543P005075,51.751257,-1.237986
200543P006085,"4:30pm, 1st August 2005",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P006085/,https://api.cyclestreets.net/v2/collisions.location?id=200543P006085,51.753313,-1.293727
200543P006115,"8:40am, 1st November 2005",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/200543P006115/,https://api.cyclestreets.net/v2/collisions.location?id=200543P006115,51.739282,-1.23558
